season,week,actual_eliminated,simulated_eliminated,is_correct
27,7,"['Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'DeMarcus Ware', 'DeMarcus Ware', 'DeMarcus Ware', 'DeMarcus Ware', 'DeMarcus Ware', 'DeMarcus Ware', 'DeMarcus Ware', 'John Schneider', 'John Schneider', 'John Schneider', 'John Schneider', 'John Schneider', 'John Schneider', 'John Schneider', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace']",Joe Amabile,True
27,8,"['Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Joe Amabile', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace', 'Juan Pablo Di Pace']",Joe Amabile,True
28,1,"['Lamar Odom', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Karamo Brown', 'Mary Wilson', 'Mary Wilson', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek']",Lamar Odom,True
28,2,"['Mary Wilson', 'Mary Wilson', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom']",Ray Lewis,False
28,3,"['Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom']",Sean Spicer,True
28,4,"['Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom', 'Lamar Odom', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer']",Kate Flannery,True
28,5,"['Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer']",Karamo Brown,True
28,6,"['Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Sailor Brinkley-Cook', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer']",Sailor Brinkley-Cook,True
28,7,"['Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Karamo Brown', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek']",Karamo Brown,True
28,8,"['Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Kate Flannery', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek']",Kate Flannery,True
28,9,"['Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'Sean Spicer', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek']",Sean Spicer,True
28,10,"['James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek', 'James Van Der Beek']",James Van Der Beek,True
29,1,"['Carole Baskin', 'Carole Baskin', 'Carole Baskin', 'Charles Oakley', 'Charles Oakley', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Jesse Metcalfe', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'AJ McLean', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Carole Baskin,True
29,2,"['Charles Oakley', 'Charles Oakley', 'Monica Aldama', 'Carole Baskin', 'Monica Aldama', 'Monica Aldama', 'Carole Baskin', 'Carole Baskin', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Charles Oakley,True
29,3,"['Carole Baskin', 'Carole Baskin', 'Carole Baskin', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Carole Baskin,True
29,4,"['Anne Heche', 'Anne Heche', 'Anne Heche', 'Anne Heche', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Anne Heche,True
29,5,"['Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'Jesse Metcalfe', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir']",Veron Davis,True
29,6,"['Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Veron Davis', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Veron Davis,True
29,7,"['Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'Monica Aldama', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Jeannie Mai,False
29,8,"['Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'Chrishell Stause', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir']",Chrishell Stause,True
29,9,"['AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'AJ McLean', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir']",AJ McLean,True
29,10,"['Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Johnny Weir', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson', 'Skai Jackson']",Johnny Weir,True
30,1,"['Martin Kove', 'Martin Kove', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Mike ""The Miz"" Mizanin', 'Brian Austin Green', 'Brian Austin Green', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Brian Austin Green', 'Brian Austin Green', 'Matt James', 'Mike ""The Miz"" Mizanin', 'Matt James', 'Matt James', 'Matt James', 'Mike ""The Miz"" Mizanin', 'Olivia Jade', 'Olivia Jade', 'Kenya Moore', 'Christine Chiu', 'Christine Chiu', 'Kenya Moore', 'Kenya Moore', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Kenya Moore', 'Kenya Moore', 'Olivia Jade', 'Christine Chiu', 'Kenya Moore', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Melora Hardin', 'Melora Hardin', 'Melanie C', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee']",Martin Kove,True
30,2,"['Martin Kove', 'Martin Kove', 'Matt James', 'Matt James', 'Matt James', 'Matt James', 'Brian Austin Green', 'Brian Austin Green', 'Brian Austin Green', 'Brian Austin Green', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Christine Chiu', 'Kenya Moore', 'Christine Chiu', 'Kenya Moore', 'Kenya Moore', 'Christine Chiu', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Melora Hardin', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Olivia Jade', 'Olivia Jade', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Jimmie Allen', 'Olivia Jade', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C']",Martin Kove,True
30,3,"['Christine Chiu', 'Christine Chiu', 'Christine Chiu', 'Matt James', 'Matt James', 'Matt James', 'Matt James', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Brian Austin Green', 'Brian Austin Green', 'Brian Austin Green', 'Brian Austin Green', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade']",Christine Chiu,True
30,4,"['Matt James', 'Matt James', 'Matt James', 'Matt James', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Brian Austin Green', 'Brian Austin Green', 'Brian Austin Green', 'Brian Austin Green', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin']",Matt James,True
30,5,"['Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Melanie C', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade']",Melanie C,True
30,6,"['Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Kenya Moore', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen']",Kenya Moore,True
30,7,"['Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Mike ""The Miz"" Mizanin', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade']","Mike ""The Miz"" Mizanin",True
